Wall time,Step,Value
1777123229.2700877,531645,36.62200164794922
1777123293.888761,533693,34.584999084472656
1777123356.6471846,535741,30.014999389648438
1777123420.1856997,537789,33.83300018310547
1777123480.9445093,539837,37.82500076293945
1777123544.9881656,541885,35.65999984741211
1777123604.2261453,543933,32.42499923706055
1777123670.1569984,545981,28.529001235961914
1777123736.0479946,548029,33.18600082397461
1777123803.8105588,550077,32.30099868774414
1777123873.2551894,552125,31.20800018310547
1777123942.4328446,554173,29.20599937438965
1777124012.0212107,556221,35.119998931884766
1777124078.183838,558269,39.73100280761719
1777124153.6607692,560317,36.768001556396484
1777124225.5475814,562365,39.625999450683594
1777124300.2927444,564413,30.430999755859375
1777124376.2772193,566461,26.29599952697754
1777124449.5902524,568509,36.25300216674805
1777124524.0967343,570557,40.66699981689453
1777124609.3704407,572605,40.35499954223633
1777124702.2876377,574653,29.73900032043457
1777124792.4234264,576701,37.255001068115234
1777124885.0844333,578749,39.625
1777124980.1532145,580797,40.5
1777125069.518728,582845,36.6879997253418
1777125170.1433282,584893,33.72599792480469
1777125268.0608842,586941,36.084999084472656
1777125358.9880507,588989,42.939998626708984
1777125453.2656882,591037,39.00400161743164
1777125548.1236012,593085,34.74800109863281
1777125647.9443989,595133,33.82600021362305
1777125745.2545795,597181,41.0260009765625
1777125842.932796,599229,41.61800003051758
1777125946.2999399,601277,44.21500015258789
1777126051.5113473,603325,41.117000579833984
1777126156.426927,605373,36.82500076293945
1777126255.6610315,607421,42.1609992980957
1777126357.39323,609469,47.50199890136719
1777126465.2284229,611517,48.77499771118164
1777126570.278589,613565,42.10499954223633
1777126686.7517242,615613,31.90799903869629
1777126807.1287498,617661,35.12099838256836
1777126917.0288653,619709,38.30099868774414
1777127032.8436487,621757,40.082000732421875
1777127142.3968394,623805,39.67900085449219
1777127261.5942004,625853,38.518001556396484
1777127380.54274,627901,34.367000579833984
1777127494.3607326,629949,32.90800094604492
1777127619.0675666,631997,28.39699935913086
1777127740.388416,634045,27.043001174926758
1777127870.7682521,636093,27.792999267578125
1777127998.2568707,638141,30.01300048828125
1777128125.7977715,640189,38.1089973449707
1777128245.8900461,642237,32.20800018310547
1777128385.3970182,644285,29.236997604370117
1777128499.9832165,646333,29.356998443603516
1777128631.8915942,648381,29.62799835205078
1777128765.2359083,650429,37.18299865722656
1777128885.736536,652477,39.10300064086914
1777129019.5926123,654525,50.82099914550781
1777129150.6949542,656573,51.79600143432617
1777129288.935931,658621,41.19499969482422
1777129430.2736454,660669,30.791000366210938
1777129568.281894,662717,26.79599952697754
1777129704.999811,664765,27.948999404907227
1777129839.5386858,666813,40.632999420166016
1777129989.0971677,668861,42.32600021362305
1777130130.3313625,670909,42.069000244140625
1777130265.9349034,672957,29.735998153686523
1777130396.754693,675005,32.11600112915039
1777130538.4834583,677053,45.79199981689453
1777130688.6558223,679101,41.92900085449219
1777130833.488041,681149,41.85200119018555
1777130984.3700836,683197,35.939002990722656
1777131135.5838337,685245,34.1359977722168
1777131283.2679558,687293,36.00899887084961
1777131426.9792223,689341,34.167999267578125
1777131569.2935588,691389,31.04199981689453
1777131727.8590138,693437,27.94700050354004
1777131888.8536134,695485,28.382999420166016
1777132033.3985298,697533,31.737998962402344
1777132201.9276347,699581,22.626998901367188
1777132360.774097,701629,30.09000015258789
1777132516.0786963,703677,27.027000427246094
1777132669.860188,705725,38.42900085449219
1777132846.251679,707773,36.75699996948242
1777133022.365772,709821,38.60099792480469
1777133185.0221047,711869,25.60300064086914
1777133339.3260713,713917,39.34199905395508
1777133517.546303,715965,38.1359977722168
1777133684.9753997,718013,44.37699890136719
1777133858.0531447,720061,32.67499923706055
1777134029.507952,722109,35.07699966430664
1777134214.0532436,724157,36.029998779296875
1777134366.1732445,726205,43.69599914550781
1777134539.9234395,728253,44.36600112915039
1777134723.881153,730301,38.69200134277344
1777134898.3545465,732349,32.44200134277344
1777135083.4926002,734397,26.732999801635742
1777135256.0655196,736445,32.85300064086914
1777135422.8020778,738493,39.79399871826172
1777135600.9917426,740541,40.3390007019043
1777135763.8913376,742589,38.08599853515625
1777135926.9147646,744637,31.55900001525879
1777136100.3075368,746685,39.09600067138672
1777136266.2286599,748733,40.92900085449219
1777136441.8841991,750781,38.97699737548828
1777136619.9226053,752829,41.138999938964844
1777136793.2817414,754877,40.68199920654297
1777136982.9748523,756925,46.06700134277344
1777137162.0123637,758973,48.007999420166016
1777137344.011299,761021,37.959999084472656
1777137529.6569266,763069,37.75699996948242
1777137708.7649658,765117,33.69599914550781
1777137889.6123955,767165,40.91999816894531
1777138061.6350853,769213,44.52199935913086
1777138247.3884716,771261,36.39899826049805
1777138430.3638794,773309,35.28099822998047
1777138621.188776,775357,28.597999572753906
1777138802.0355859,777405,35.034000396728516
1777138984.422822,779453,33.4379997253418
1777139167.1040263,781501,32.85900115966797
1777139362.5650718,783549,43.5629997253418
1777139541.2673113,785597,42.91400146484375
1777139739.8531492,787645,45.959999084472656
1777139905.2851782,789693,42.18299865722656
1777140120.3473847,791741,32.89400100708008
1777140326.5333683,793789,32.069000244140625
1777140543.4258626,795837,21.069000244140625
1777140729.5360565,797885,26.280000686645508
1777140908.4447405,799933,32.52299880981445
1777141103.1367145,801981,44.80400085449219
