Wall time,Step,Value
1777347584.8438404,2008986,63.2869987487793
1777347679.3151076,2013082,98.21600341796875
1777347790.4218864,2017178,77.48300170898438
1777347911.1394377,2021274,74.7300033569336
1777348035.6651702,2025370,50.03300094604492
1777348163.0269244,2029466,53.888999938964844
1777348290.0970995,2033562,79.26899719238281
1777348426.3030744,2037658,48.99599838256836
1777348556.64154,2041754,76.89299774169922
1777348682.5977032,2045850,96.45500183105469
1777348809.3806777,2049946,103.08899688720703
1777348945.8175104,2054042,87.56500244140625
1777349087.8381631,2058138,69.53900146484375
1777349213.753824,2062234,69.17900085449219
1777349346.5284288,2066330,79.52300262451172
1777349476.0021224,2070426,91.302001953125
1777349609.522272,2074522,76.04000091552734
1777349745.6840892,2078618,73.68699645996094
1777349879.6404004,2082714,82.8290023803711
1777350007.411115,2086810,87.46700286865234
1777350142.583289,2090906,87.39299774169922
1777350276.2061462,2095002,76.4219970703125
1777350405.0419712,2099098,75.90699768066406
1777350537.5207138,2103194,70.12999725341797
1777350666.1823168,2107290,85.19400024414062
